what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313410227613
started,bundle,org.eclipse.egit.mylyn.ui,1.1.0.201108052221,"org.eclipse.egit.mylyn.ui",1313410228237
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313410228591
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.selectAll",1313410233309
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313410242586
executed,command,org.eclipse.egit.ui,1.1.0.201108052221,"org.eclipse.egit.ui.team.Commit",1313410242628
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313410242942
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313410256029
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313410258799
error,log,,,"Committing failed",1313410264370
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313410265671
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313410266916
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313410267017
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313410273690
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313410274424
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313410277393
executed,command,org.eclipse.egit.ui,1.1.0.201108052221,"org.eclipse.egit.ui.team.Commit",1313410277429
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313410283807
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313410284482
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313410294803
executed,command,org.eclipse.egit.ui,1.1.0.201108052221,"org.eclipse.egit.ui.team.Commit",1313410294838
error,log,,,"Committing failed",1313410294866
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313410295201
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313410297042
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1313410298675
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1313410298799
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1313410298801
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313410310236
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313410331098
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.newWizard",1313410331128
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313410338360
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1313410347504
